Unnamed: 0,Plate,Block,House,Room,Level_ft,Time_Cat,Feature,Type,Text,N1,Class,photo,x,y,Class_new
494,143-003-X,10,1,5,-16,Intermediate III,Vessels,Vessel,"Soft white alabaster. Part of a shallow bowl with a flat edge to the rim, which in shape is like certain bowls of copper and bronze.",Artefacts,Domestic,,68.13695734039524,27.326673394270657,Feeding / holding
495,143-004-X,10,1,5,-16,Intermediate III,Vessels,Vessel,Soft white alabaster. Small fragment of a shallow bowl. Badly corroded. ,Artefacts,Domestic,,68.13695734039524,27.326673394270657,Feeding / holding
496,140-059-X,9,7,21,-7.5,Late III,Personal Ornament,Pectoral,Light yellow steatite. Back plain and slightly rounded. ,Artefacts,Domestic,,68.13684339292682,27.32681827002492,Beauty / Affect
501,105-051-X,9,3,26,-11,Intermediate I,Tools,Rubber,"It is hard, cherty limestone and is evidently a polisher or rubber of some kind. Thid object is a convenient shape to hold in the hand and may have been used in preparing skins. ",Artefacts,Craft,,68.13723189893246,27.326929151802386,Making / Craft / Food
503,091-032-X,10,4,70,-5,Late II,Personal Ornament,Button,"Light blue faience. Hemispherical and hollow, with a loop inside the apex. ",Artefacts,Domestic,,68.13657194616044,27.32668986116248,Beauty / Affect
505,104-025-X,9,9,66,-6.4,Late II,Tools,Large Cone,"Cream-coloured, cherty limestone. Badly chipped and fractured. Surface soemwhat roughly finished and shows signs of the use of an abrasive  on it, though there was no attempt at polish. Its flat base shows no particular wear, and this may very possibly have been a linqa.",Artefacts,Craft,,68.13699991543639,27.32712846,Making / Craft / Food
1643,056-026-X,7,1,9,-5.6,Late II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/056-026-x.png,68.13715852,27.32673193853581,Feeding / holding
1731,058-015-X,7,1,19,-11.3,Intermediate I,Pottery - Plain and Banded,,,Artefacts,Domestic,,68.13715852,27.32673193853581,Feeding / holding
517,108-006-X,9,6,34,-15.4,Intermediate II,Tools,Small cone,"Though unfinished, there are slight traces of wear at the point. ",Artefacts,Craft,,68.13691437157924,27.326887650571138,Making / Craft / Food
518,104-026-X,9,7,18,-4.8,Late Ib,Tools,Pedestal,"Comparatively soft, dark red stone. The base of this pedestal is flat and semi-polished, with two holes in it, each 1.15"", from the edge and an average of 0.25"" in diameter and 0.4"" deep. A depression which is 2.45"" in diameter and 0.3"" deep in the top. ",Artefacts,Craft,,68.13684339292682,27.32681827002492,Making / Craft / Food
522,070-008-X,4,0,12,-12.7,Intermediate I,Pottery - Incised and Painted,,,Artefacts,Other,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/070-008-x.png,68.13748153678563,27.32657154220549,Feeding / holding
523,054-014-X,9,8,15,-10.7,Intermediate I,Tools,Flesh-rubber,"Light red  paste, plentifully mixed with lime and an unusually large proportion of sand to make it rough and gritty. A vent-hole at one end.",Artefacts,Craft,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/054-014-x.png,68.13686443,27.327119842504317,Making / Craft / Food
524,105-041-X,9,8,15,-8.9,Late III,Tools,Spindle-whorls,Shell. The obverse is weathered and now shows no signs of polish. The reverse is concave in places owing to the natural curature of the shell. ,Artefacts,Craft,,68.13686443,27.327119842504317,Making / Craft / Food
528,106-022-X,9,1,50,-3.4,Late Ib,Tools,Spindle-whorls,Vitreous paste; apple-green in colour. Ornamented with shallow flutings. ,Artefacts,Craft,,68.13725277565722,27.32701849991655,Making / Craft / Food
1792,060-029-X,7,1,12,-25.4,Early Periods,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/060-029-x.png,68.13715852,27.32673193853581,Feeding / holding
535,109-039-X,10,3,67,-16.8,Intermediate III,Cooking Baking Utensils,Wavy Ring,"Alabaster. Hole through centre. THe top and bottom of this ring had been quartered by two deep cuts, and the edges of the projections so formed were neatly rounded off. Slightly weathered. ",Artefacts,Domestic,,68.13672757,27.32667561489865,Feeding / holding
1860,061-030-X,7,1,19,-13.5,Intermediate II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/061-030-x.png,68.13715852,27.32673193853581,Feeding / holding
537,109-046-X,9,6,,-20.4,[check data],Tools,Spindle-whorls,Hole in the centre. Somewhat roughly made and cut. The obverse is decorated as seen in the photo; the reverse is quite plain. ,Artefacts,Craft,,68.13691437157924,27.326887650571138,Making / Craft / Food
540,105-046-X,9,3,30,-4.5,Late Ib,Tools,Spindle-whorls(?),"Light red pottery. Three holes in a line, groove round the edge. Hand-made; smooth domed top and slightly concave base. ",Artefacts,Craft,,68.13723189893246,27.326929151802386,Making / Craft / Food
1880,061-049-X,7,1,19,-20.5,Early Periods,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/061-049-x.png,68.13715852,27.32673193853581,Feeding / holding
550,105-033-X,9,9,63,-8.4,Late III,Tools,Bobbin,"LIght yellow steatite. There is a deep groove, V-shaped in section, round the circumference. THis well-made object may possibly have been used as a bobbin, though in many respects it strongly resembles a sheave. It is, however, too small and made of too soft a stone for the latter purpose. ",Artefacts,Craft,,68.13699991543639,27.32712846,Making / Craft / Food
551,080-002-X,10,3,,-17.4,Intermediate III,Animals,Model animal,"Pottery, with a red slip. Carefully made figure of a monkey sqautting with hands on knees. Two vertical holes in the top fo the head could not have been intended to take separately-made ears as they are too high up. Another hole of about the same diamter, close behind the head, pierces the figure form top to bottom, and may have been intended.",Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/080-002-x.png,68.13672757,27.32667561489865,Play/ Spiritual
553,109-009-X,10,4,71,-18.2,Intermediate III,Tools,Awl,Bone Blunt end irregular and flattened Tip of fine point missing. Shows the polish of much use. ,Artefacts,Craft,,68.13657194616044,27.32668986116248,Making / Craft / Food
1894,061-063-X,7,1,18,-13.4,Intermediate II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/061-063-x.png,68.13715852,27.32673193853581,Feeding / holding
559,105-010-X,9,12,93,-11.9,Intermediate I,Tools,Awl,"Bone. Roughly rectangular in section, measuring 0.54"" * 0.22"" at the thickest part. Comparatively blunt point showing evidence of much use. ",Artefacts,Craft,,68.13725408069455,27.32714321,Making / Craft / Food
1895,061-064-X,7,1,3,-32.1,Early Periods,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/061-064-x.png,68.13715852,27.32673193853581,Feeding / holding
568,105-006-X,9,9,56,-6.4,Late II,Weights And Measures,Spherical with flattened top and base,"Cream-coloured, cherty limestone. This weight is spherodial with a flat top and base which gradually merge at their edges into the rounded sides. Wall made and finished, smooth but unpolished; in an excellent state of perservation exept for one or two abrasions which affect its weight but little. The holes in it are natural and must have existed when the weight was made. ",Artefacts,Trade,,68.13699991543639,27.32712846,Trade + currency / access
577,111-052-X,9,0,,-20.6,Early Periods,Beads,,,Artefacts,Trade,,68.13713331005422,27.326970543563384,Beauty / Affect
578,136-022-X,9,12,92,-6.3,Late II,Beads,,,Artefacts,Trade,,68.13725408069455,27.32714321,Beauty / Affect
1905,061-074-X,7,1,14,-13.4,Intermediate II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/061-074-x.png,68.13715852,27.32673193853581,Feeding / holding
582,136-023-X,9,6,36,-5.8,Late II,Beads,,,Artefacts,Trade,,68.13691437157924,27.326887650571138,Beauty / Affect
586,136-024-X,9,10,33,-9.3,Late III,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
1909,061-078-X,7,1,19,-12,Intermediate I,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/061-078-x.png,68.13715852,27.32673193853581,Feeding / holding
592,136-029-X,9,3,29,-1.8,Late Ia,Beads,,,Artefacts,Trade,,68.13723189893246,27.326929151802386,Beauty / Affect
594,109-052-X,10,4,73,-13.6,Intermediate II,Tools,Spindle-whorls(?),Pottery; heavily fired and now grey-brown in colour. Flat base and domed top.,Artefacts,Craft,,68.13657194616044,27.32668986116248,Making / Craft / Food
1912,062-001-X,7,1,9,-21.7,Early Periods,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/062-001-x.png,68.13715852,27.32673193853581,Feeding / holding
1928,062-017-X,7,1,14,-25.4,Early Periods,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/062-017-x.png,68.13715852,27.32673193853581,Feeding / holding
600,136-046-X,9,10,81,-11.5,Intermediate I,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
603,136-047-X,9,8,19,-3.6,Late Ib,Beads,,,Artefacts,Trade,,68.13686443,27.327119842504317,Beauty / Affect
610,109-010-X,4,0,15,-20.8,Early Periods,Tools,Awl,Bone. Very worn and polished. ,Artefacts,Craft,,68.13748153678563,27.32657154220549,Making / Craft / Food
1932,062-021-X,7,1,9,-21.5,Early Periods,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/062-021-x.png,68.13715852,27.32673193853581,Feeding / holding
1953,062-042-X,7,1,3,-33.3,Early Periods,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/062-042-x.png,68.13715852,27.32673193853581,Feeding / holding
2044,065-001-X,7,1,12,-13,Intermediate II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/065-001-x.png,68.13715852,27.32673193853581,Feeding / holding
2045,065-002-X,7,1,12,-13,Intermediate II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/065-002-x.png,68.13715852,27.32673193853581,Feeding / holding
620,136-049-X,9,10,55,-5.6,Late II,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
621,136-058-X,9,10,86,-8.1,Late III,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
624,143-011-X,10,1,5,-15.4,Intermediate II,Vessels,Vessel,Soft white alabaster. ,Artefacts,Domestic,,68.13695734039524,27.326673394270657,Feeding / holding
2046,065-003-X,7,1,12,-13,Intermediate II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/065-003-x.png,68.13715852,27.32673193853581,Feeding / holding
628,111-073-X,10,3,67,-13.5,Intermediate II,Weights And Measures,Spherical with flattened top and base,"Slightly yellow, cherty limestone.",Artefacts,Trade,,68.13672757,27.32667561489865,Trade + currency / access
629,136-067-X,9,10,82,-7.7,Late III,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
2047,065-004-X,7,1,12,-13,Intermediate II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/065-004-x.png,68.13715852,27.32673193853581,Feeding / holding
646,139-082-X,10,2,20,-16.5,Intermediate III,Beads,,,Artefacts,Trade,,68.13696757020749,27.326793023227424,Beauty / Affect
2126,066-032-X,7,1,19,-14.1,Intermediate II,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/066-032-x.png,68.13715852,27.32673193853581,Feeding / holding
651,139-102-X,10,3,,-17.4,Intermediate III,Beads,,,Artefacts,Trade,,68.13672757,27.32667561489865,Beauty / Affect
2344,088-214-X,7,1,6,-8.3,Late III,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2409,080-262-X,7,1,13,-9.5,Late III,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2512,089-365-X,7,1,3,-11.8,Intermediate I,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2530,094-379-X,7,1,13,-12,Intermediate I,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2555,094-404-X,7,1,57,-12.4,Intermediate I,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2557,094-406-X,7,1,78,-12.5,Intermediate I,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2587,095-436-X,7,1,15,-13.1,Intermediate II,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2598,095-447-X,7,1,15,-13.3,Intermediate II,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2615,095-464-X,7,1,19,-13.6,Intermediate II,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2624,095-473-X,7,1,15,-14,Intermediate II,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
680,111-040-X,4,0,13,-14.9,Intermediate II,Beads,,,Artefacts,Trade,,68.13748153678563,27.32657154220549,Beauty / Affect
2800,099-648-X,7,1,19,-20.4,[check data],Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
689,072-007-X,10,3,,-11.2,Intermediate I,Human Figure,Figurine,"Pottery, once coated with a red slip. The eyes are as usual flat, elongated pellets, the mouth an incised strup of clay set in a deep cut. A short necklet, from which four ornaments hang in front, appears to represent two strings of beads. The long scarf round the neck, with its two ends apparently fastened by a brooch, hangs so loosely that it much represent some kind of woven material. This figurine, obviousy that of a male, wears the horns of a bull. There are no ears and though the figure was evidently carefully made there is a general absence of detail. ",Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/072-007-x.png,68.13672757,27.32667561489865,Play/ Spiritual
692,136-068-X,9,2,12,-3.7,Late Ib,Beads,,,Artefacts,Trade,,68.13703904,27.32700430879081,Beauty / Affect
697,134-004-X,10,0,5,0.9,[check data],Beads,,,Artefacts,Trade,,68.13681853195092,27.326713129436506,Beauty / Affect
714,134-021-X,10,0,2,2.7,[check data],Beads,,,Artefacts,Trade,,68.13681853195092,27.326713129436506,Beauty / Affect
2828,099-676-X,7,1,3,-23.4,Early Periods,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
733,136-071-X,9,10,54,-7.3,Late III,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
739,136-082-X,9,10,86,-6.5,Late II,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
741,137-017-X,9,1,34,-1.1,Late Ia,Beads,,,Artefacts,Trade,,68.13725277565722,27.32701849991655,Beauty / Affect
742,137-018-X,9,3,35,-6.8,Late II,Beads,,,Artefacts,Trade,,68.13723189893246,27.326929151802386,Beauty / Affect
743,137-020-X,9,2,8,-5.5,Late II,Beads,,,Artefacts,Trade,,68.13703904,27.32700430879081,Beauty / Affect
748,137-026-X,9,1,27,-4.9,Late Ib,Beads,,,Artefacts,Trade,,68.13725277565722,27.32701849991655,Beauty / Affect
749,136-030-X,10,4,79,-7.4,Late III,Beads,,,Artefacts,Trade,,68.13657194616044,27.32668986116248,Beauty / Affect
765,137-030-X,9,4,2,-6.7,Late II,Beads,,,Artefacts,Trade,,68.13696016573564,27.326984249612284,Beauty / Affect
766,137-031-X,9,3,30,-4.6,Late Ib,Beads,,,Artefacts,Trade,,68.13723189893246,27.326929151802386,Beauty / Affect
768,137-038-X,9,2,12,-3.7,Late Ib,Beads,,,Artefacts,Trade,,68.13703904,27.32700430879081,Beauty / Affect
773,136-054-X,4,0,,-8.7,Late III,Beads,,,Artefacts,Trade,,68.13748153678563,27.32657154220549,Beauty / Affect
2836,099-684-X,7,1,14,-25.4,Early Periods,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
2837,099-685-X,7,1,3,-26.9,Early Periods,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
777,137-042-X,9,8,15,-4.7,Late Ib,Beads,,,Artefacts,Trade,,68.13686443,27.327119842504317,Beauty / Affect
2838,099-686-X,7,1,3,-30.5,Early Periods,Seal,,,Artefacts,Trade,,68.13715852,27.32673193853581,Trade + currency / access
12,,7,1,,-7.2,,Foundation,,"House I, which was 40 ft. N.-S., by 36 ft. E.-W., was exceptionally well built, though none of its massive walls rested on masonry of earlier date. The average level to which its foundations reached was 7.2 ft. below datum, and in places its walls still stood some 3 ft. high. The bricks used in their construction were 11x 5 X 2 • 25 ins. in size. Its interior proved most uninteresting ; not one of the rooms was paved, though it is possible that brick floors that once existed were removed in still later times. ",Floor Features,,,68.13715852,27.32673193853581,Uncategorized
13,,7,1,,-16.3,,Footing,,Footings at the levels — 16-3 and — 5-4 ft. point to the oceu- pation of this house in both the Late II and Late Ib Phases. ,Floor Features,,,68.13715852,27.32673193853581,Uncategorized
786,137-043-X,9,1,34,-4.7,Late Ib,Beads,,,Artefacts,Trade,,68.13725277565722,27.32701849991655,Beauty / Affect
787,137-044-X,9,7,17,-7.3,Late III,Beads,,,Artefacts,Trade,,68.13684339292682,27.32681827002492,Beauty / Affect
790,137-078-X,9,2,,-4.7,Late Ib,Beads,,,Artefacts,Trade,,68.13703904,27.32700430879081,Beauty / Affect
14,,7,1,,-5.4,,Footing,,Footings at the levels — 16-3 and — 5-4 ft. point to the oceu- pation of this house in both the Late II and Late Ib Phases. ,Floor Features,,,68.13715852,27.32673193853581,Uncategorized
801,137-079-X,9,6,36,-5.8,Late II,Beads,,,Artefacts,Trade,,68.13691437157924,27.326887650571138,Beauty / Affect
805,137-083-X,9,1,34,-4.7,Late Ib,Beads,,,Artefacts,Trade,,68.13725277565722,27.32701849991655,Beauty / Affect
806,138-002-X,9,10,82,-7.7,Late III,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
808,138-003-X,9,10,54,-7.3,Late III,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
73,079-024-X,7,2,93,-21.4,Early Periods,Animals,Model animal,"Steatite. Well-carved model of a bull, whose separately made horns and ears were fixed in sockets and may have been of another material. Other sockets served for the attachment of the sexual organs, and the tail which lay in a groove between the buttocks. A larger hole between the legs suggests that this figure was supported on a stand. The wrinkles and hair on head and neck, and the garland round the latter had been carefully owrked with a graver. The eyes may not have been inlaid as the sockets are very shallow. The figurine seems not to have been glazed, but merely coated with a white slip like that on teh seals. ",Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/079-024-x.png,68.13726856032412,27.32683601680181,Play/ Spiritual
300,073-004-X,7,2,89,-7.3,Late III,Human Figure,Figurine,"Pottery, with traces of a dark red slip or wash. On the head of this female figurine there are patches of a white concretion which looks like the remains of a stucco covering. If it were thus originally plastered, it would be like No. 3 above. This white coating now only remains around the face, and the stucco may have been quite local. The eyes are very elongated and horizontally set, the nose very prominently pinched up. The mouth is indicated in the usual way by indenting a strip of clay to form the lips. The fan-shaped portion of the head-dress is more than usually upstanding, and the pannier-like objects on each side of the head are partly hidden from the front view by various supporting bands which were ornamented by pellets of clay, intended perhaps to represent medallions. The ends of two of these strips are brought so far forward on each side of the face as partially to obscure the features. The interiors of both panniers are stained black. This is somewhat roughly made figurine, though evidently the work of experienced hands. ",Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/073-004-x.png,68.13726856032412,27.32683601680181,Play/ Spiritual
814,138-007-X,9,8,44,-3.5,Late Ib,Beads,,,Artefacts,Trade,,68.13686443,27.327119842504317,Beauty / Affect
818,138-008-X,9,10,86,-8.1,Late III,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
819,138-009-X,9,12,92,-6.2,Late II,Beads,,,Artefacts,Trade,,68.13725408069455,27.32714321,Beauty / Affect
509,139-013-X,7,2,92,-13.3,Intermediate II,Personal Ornament,Button,White steatite (?) The usual two converging holes. ,Artefacts,Domestic,,68.13726856032412,27.32683601680181,Beauty / Affect
837,137-049-X,7,2,89,-9.1,Late III,Beads,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Beauty / Affect
826,138-010-X,9,10,55,-5.6,Late II,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
843,137-055-X,7,2,88,-8.6,Late III,Beads,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Beauty / Affect
830,138-011-X,9,10,53,-9.3,Late III,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
831,138-019-X,9,8,44,-3.3,Late Ib,Beads,,,Artefacts,Trade,,68.13686443,27.327119842504317,Beauty / Affect
832,138-027-X,9,3,29,-1.8,Late Ia,Beads,,,Artefacts,Trade,,68.13723189893246,27.326929151802386,Beauty / Affect
834,137-046-X,4,1,17,-9.1,Late III,Beads,,,Artefacts,Trade,,,,Beauty / Affect
845,137-057-X,7,2,80,-8.7,Late III,Beads,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Beauty / Affect
863,137-075-X,7,2,89,-7.2,Late III,Beads,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Beauty / Affect
1113,088-156-X,7,2,89,-7.2,Late III,Seal,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Trade + currency / access
1153,119-001-X,7,2,89,-7.5,Late III,Metal,,,Artefacts,Craft,,68.13726856032412,27.32683601680181,Making / Craft / Food
1156,120-006-X,7,2,89,-7.2,Late III,Metal,,,Artefacts,Craft,,68.13726856032412,27.32683601680181,Making / Craft / Food
1222,130-014-X,7,2,88,-18.4,Intermediate III,Metal,,,Artefacts,Craft,,68.13726856032412,27.32683601680181,Making / Craft / Food
1483,070-021-X,7,2,90,-16.5,Intermediate III,Pottery - Incised and Painted,,,Artefacts,Other,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/070-021-x.png,68.13726856032412,27.32683601680181,Feeding / holding
1526,088-159-X,7,2,29,-7.4,Late III,Seal,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Trade + currency / access
1539,070-025-X,7,2,90,-16.5,Intermediate III,Pottery - Incised and Painted,,,Artefacts,Other,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/070-025-x.png,68.13726856032412,27.32683601680181,Feeding / holding
1546,070-033-X,7,2,90,-16.5,Intermediate III,Pottery - Incised and Painted,,,Artefacts,Other,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/070-033-x.png,68.13726856032412,27.32683601680181,Feeding / holding
1639,056-022-X,7,2,89,-9.6,Late III,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/056-022-x.png,68.13726856032412,27.32683601680181,Feeding / holding
866,138-030-X,9,8,20,-7,Late III,Beads,,,Artefacts,Trade,,68.13686443,27.327119842504317,Beauty / Affect
867,138-032-A,9,7,17,-7.4,Late III,Beads,,,Artefacts,Trade,,68.13684339292682,27.32681827002492,Beauty / Affect
869,137-081-X,4,0,,-8.7,Late III,Beads,,,Artefacts,Trade,,68.13748153678563,27.32657154220549,Beauty / Affect
871,138-033-X,9,1,27,-3.5,Late Ib,Beads,,,Artefacts,Trade,,68.13725277565722,27.32701849991655,Beauty / Affect
1729,058-013-X,7,2,29,-9.2,Late III,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/058-013-x.png,68.13726856032412,27.32683601680181,Feeding / holding
1743,059-012-X,7,2,88,-7.1,Late III,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/059-012-x.png,68.13726856032412,27.32683601680181,Feeding / holding
1744,059-013-X,7,2,88,-7.1,Late III,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/059-013-x.png,68.13726856032412,27.32683601680181,Feeding / holding
1745,059-014-X,7,2,88,-7.1,Late III,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/059-014-x.png,68.13726856032412,27.32683601680181,Feeding / holding
1746,059-015-X,7,2,88,-7.1,Late III,Pottery - Plain and Banded,,,Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_1/059-015-x.png,68.13726856032412,27.32683601680181,Feeding / holding
886,077-006-X,10,1,3,-10.9,Intermediate I,Animals,Model animal,"Pottery, without any slip. A small rough model of a bird whose crest and long tail suggest the crested bunting. Its stand has a slightly concave base. ",Artefacts,Domestic,https://raw.githubusercontent.com/PrattSAVI/LIAVH/master/images_2/077-006-x.png,68.13695734039524,27.326673394270657,Play/ Spiritual
2226,084-079-X,7,2,89,-5.6,Late II,Seal,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Trade + currency / access
2320,088-191-X,7,2,88,-8.1,Late III,Seal,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Trade + currency / access
892,137-104-X,4,0,,-8.7,Late III,Beads,,,Artefacts,Trade,,68.13748153678563,27.32657154220549,Beauty / Affect
895,138-034-X,9,8,19,-3.6,Late Ib,Beads,,,Artefacts,Trade,,68.13686443,27.327119842504317,Beauty / Affect
896,138-035-X,9,10,81,-11.5,Intermediate I,Beads,,,Artefacts,Trade,,68.13711556472455,27.32711609513018,Beauty / Affect
900,138-039-X,9,1,34,-8,Late III,Beads,,,Artefacts,Trade,,68.13725277565722,27.32701849991655,Beauty / Affect
901,138-040-X,9,6,36,-8.4,Late III,Beads,,,Artefacts,Trade,,68.13691437157924,27.326887650571138,Beauty / Affect
902,139-048-X,9,6,,-20.4,[check data],Beads,,,Artefacts,Trade,,68.13691437157924,27.326887650571138,Beauty / Affect
903,139-112-X,9,6,,-20.4,[check data],Beads,,,Artefacts,Trade,,68.13691437157924,27.326887650571138,Beauty / Affect
904,117-008-X,9,6,36,-6.6,Late II,Metal,,,Artefacts,Craft,,68.13691437157924,27.326887650571138,Making / Craft / Food
912,117-011-X,9,9,67,-12.2,Intermediate I,Metal,,,Artefacts,Craft,,68.13699991543639,27.32712846,Making / Craft / Food
914,138-021-X,4,0,4,-5.3,Late II,Beads,,,Artefacts,Trade,,68.13748153678563,27.32657154220549,Beauty / Affect
915,138-022-X,10,4,79,-7.4,Late III,Beads,,,Artefacts,Trade,,68.13657194616044,27.32668986116248,Beauty / Affect
2354,088-277-X,7,2,89,-9.6,Late III,Seal,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Trade + currency / access
917,119-003-X,9,3,29,-1.8,Late Ia,Metal,,,Artefacts,Craft,,68.13723189893246,27.326929151802386,Making / Craft / Food
918,138-025-X,10,0,,-5.5,Late II,Beads,,,Artefacts,Trade,,68.13681853195092,27.326713129436506,Beauty / Affect
2379,080-232-X,7,2,89,-8.7,Late III,Seal,,,Artefacts,Trade,,68.13726856032412,27.32683601680181,Trade + currency / access
920,119-006-X,9,6,36,-6.6,Late II,Metal,,,Artefacts,Craft,,68.13691437157924,27.326887650571138,Making / Craft / Food
923,119-008-X,9,3,30,-4.9,Late Ib,Metal,,,Artefacts,Craft,,68.13723189893246,27.326929151802386,Making / Craft / Food
926,120-005-X,9,10,80,-11,Intermediate I,Metal,,,Artefacts,Craft,,68.13711556472455,27.32711609513018,Making / Craft / Food
927,120-009-X,9,9,67,-12.2,Intermediate I,Metal,,,Artefacts,Craft,,68.13699991543639,27.32712846,Making / Craft / Food
